iter	Logloss
301	2.830863161e-05
302	2.830863161e-05
303	2.830863161e-05
304	2.830863161e-05
305	2.830863161e-05
306	2.830863161e-05
307	2.830863161e-05
308	2.830863161e-05
309	2.830863161e-05
310	2.830863161e-05
311	2.830863161e-05
312	2.830863161e-05
313	2.830863161e-05
314	2.830863161e-05
315	2.830863161e-05
316	2.830863161e-05
317	2.830863161e-05
318	2.830863161e-05
319	2.830863161e-05
320	2.830863161e-05
321	2.830863161e-05
322	2.830863161e-05
323	2.830863161e-05
324	2.830863161e-05
325	2.830863161e-05
326	2.830863161e-05
327	2.830863161e-05
328	2.830863161e-05
329	2.830863161e-05
330	2.830863161e-05
331	2.830863161e-05
332	2.830863161e-05
333	2.830863161e-05
334	2.830863161e-05
335	2.830863161e-05
336	2.830863161e-05
337	2.830863161e-05
338	2.830863161e-05
339	2.830863161e-05
340	2.830863161e-05
341	2.830863161e-05
342	2.830863161e-05
343	2.830863161e-05
344	2.830863161e-05
345	2.830863161e-05
346	2.830863161e-05
347	2.830863161e-05
348	2.830863161e-05
349	2.830863161e-05
350	2.830863161e-05
351	2.830863161e-05
352	2.830863161e-05
353	2.830863161e-05
354	2.830863161e-05
355	2.830863161e-05
356	2.830863161e-05
357	2.830863161e-05
358	2.830863161e-05
359	2.830863161e-05
360	2.830863161e-05
361	2.830863161e-05
362	2.830863161e-05
363	2.830863161e-05
364	2.830863161e-05
365	2.830863161e-05
366	2.830863161e-05
367	2.830863161e-05
368	2.830863161e-05
369	2.830863161e-05
370	2.830863161e-05
371	2.830863161e-05
372	2.830863161e-05
373	2.830863161e-05
374	2.830863161e-05
375	2.830863161e-05
376	2.830863161e-05
377	2.830863161e-05
378	2.830863161e-05
379	2.830863161e-05
380	2.830863161e-05
381	2.830863161e-05
382	2.830863161e-05
383	2.830863161e-05
384	2.830863161e-05
385	2.830863161e-05
386	2.830863161e-05
387	2.830863161e-05
388	2.830863161e-05
389	2.830863161e-05
390	2.830863161e-05
391	2.830863161e-05
392	2.830863161e-05
393	2.830863161e-05
394	2.830863161e-05
395	2.830863161e-05
396	2.830863161e-05
397	2.830863161e-05
398	2.830863161e-05
399	2.830863161e-05
400	2.830863161e-05
401	2.830863161e-05
402	2.830863161e-05
403	2.830863161e-05
404	2.830863161e-05
405	2.830863161e-05
406	2.830863161e-05
407	2.830863161e-05
408	2.830863161e-05
409	2.830863161e-05
410	2.830863161e-05
411	2.830863161e-05
412	2.830863161e-05
413	2.830863161e-05
414	2.830863161e-05
415	2.830863161e-05
416	2.830863161e-05
417	2.830863161e-05
418	2.830863161e-05
419	2.830863161e-05
420	2.830863161e-05
421	2.830863161e-05
422	2.830863161e-05
423	2.830863161e-05
424	2.830863161e-05
425	2.830863161e-05
426	2.830863161e-05
427	2.830863161e-05
428	2.830863161e-05
429	2.830863161e-05
430	2.830863161e-05
431	2.830863161e-05
432	2.830863161e-05
433	2.830863161e-05
434	2.830863161e-05
435	2.830863161e-05
436	2.830863161e-05
437	2.830863161e-05
438	2.830863161e-05
439	2.830863161e-05
440	2.830863161e-05
441	2.830863161e-05
442	2.830863161e-05
443	2.830863161e-05
444	2.830863161e-05
445	2.830863161e-05
446	2.830863161e-05
447	2.830863161e-05
448	2.830863161e-05
449	2.830863161e-05
450	2.830863161e-05
451	2.830863161e-05
452	2.830863161e-05
453	2.830863161e-05
454	2.830863161e-05
455	2.830863161e-05
456	2.830863161e-05
457	2.830863161e-05
458	2.830863161e-05
459	2.830863161e-05
460	2.830863161e-05
461	2.830863161e-05
462	2.830863161e-05
463	2.830863161e-05
464	2.830863161e-05
465	2.830863161e-05
466	2.830863161e-05
467	2.830863161e-05
468	2.830863161e-05
469	2.830863161e-05
470	2.830863161e-05
471	2.830863161e-05
472	2.830863161e-05
473	2.830863161e-05
474	2.830863161e-05
475	2.830863161e-05
476	2.830863161e-05
477	2.830863161e-05
478	2.830863161e-05
479	2.830863161e-05
480	2.830863161e-05
481	2.830863161e-05
482	2.830863161e-05
483	2.830863161e-05
484	2.830863161e-05
485	2.830863161e-05
486	2.830863161e-05
487	2.830863161e-05
488	2.830863161e-05
489	2.830863161e-05
490	2.830863161e-05
491	2.830863161e-05
492	2.830863161e-05
493	2.830863161e-05
494	2.830863161e-05
495	2.830863161e-05
496	2.830863161e-05
497	2.830863161e-05
498	2.830863161e-05
499	2.830863161e-05
500	2.830863161e-05
501	2.830863161e-05
502	2.830863161e-05
503	2.830863161e-05
504	2.830863161e-05
505	2.830863161e-05
506	2.830863161e-05
507	2.830863161e-05
508	2.830863161e-05
509	2.830863161e-05
510	2.830863161e-05
511	2.830863161e-05
512	2.830863161e-05
513	2.830863161e-05
514	2.830863161e-05
515	2.830863161e-05
516	2.830863161e-05
517	2.830863161e-05
518	2.830863161e-05
519	2.830863161e-05
520	2.830863161e-05
521	2.830863161e-05
522	2.830863161e-05
523	2.830863161e-05
524	2.830863161e-05
525	2.830863161e-05
526	2.830863161e-05
527	2.830863161e-05
528	2.830863161e-05
529	2.830863161e-05
530	2.830863161e-05
531	2.830863161e-05
532	2.830863161e-05
533	2.830863161e-05
534	2.830863161e-05
535	2.830863161e-05
536	2.830863161e-05
537	2.830863161e-05
538	2.830863161e-05
539	2.830863161e-05
540	2.830863161e-05
541	2.830863161e-05
542	2.830863161e-05
543	2.830863161e-05
544	2.830863161e-05
545	2.830863161e-05
546	2.830863161e-05
547	2.830863161e-05
548	2.830863161e-05
549	2.830863161e-05
550	2.830863161e-05
551	2.830863161e-05
552	2.830863161e-05
553	2.830863161e-05
554	2.830863161e-05
555	2.830863161e-05
556	2.830863161e-05
557	2.830863161e-05
558	2.830863161e-05
559	2.830863161e-05
560	2.830863161e-05
561	2.830863161e-05
562	2.830863161e-05
563	2.830863161e-05
564	2.830863161e-05
565	2.830863161e-05
566	2.830863161e-05
567	2.830863161e-05
568	2.830863161e-05
569	2.830863161e-05
570	2.830863161e-05
571	2.830863161e-05
572	2.830863161e-05
573	2.830863161e-05
574	2.830863161e-05
575	2.830863161e-05
576	2.830863161e-05
577	2.830863161e-05
578	2.830863161e-05
579	2.830863161e-05
580	2.830863161e-05
581	2.830863161e-05
582	2.830863161e-05
583	2.830863161e-05
584	2.830863161e-05
585	2.830863161e-05
586	2.830863161e-05
587	2.830863161e-05
588	2.830863161e-05
589	2.830863161e-05
590	2.830863161e-05
591	2.830863161e-05
592	2.830863161e-05
593	2.830863161e-05
594	2.830863161e-05
595	2.830863161e-05
596	2.830863161e-05
597	2.830863161e-05
598	2.830863161e-05
599	2.830863161e-05
600	2.830863161e-05
601	2.830863161e-05
602	2.830863161e-05
603	2.830863161e-05
604	2.830863161e-05
605	2.830863161e-05
606	2.830863161e-05
607	2.830863161e-05
608	2.830863161e-05
609	2.830863161e-05
610	2.830863161e-05
611	2.830863161e-05
612	2.830863161e-05
613	2.830863161e-05
614	2.830863161e-05
615	2.830863161e-05
616	2.830863161e-05
617	2.830863161e-05
618	2.830863161e-05
619	2.830863161e-05
620	2.830863161e-05
621	2.830863161e-05
622	2.830863161e-05
623	2.830863161e-05
624	2.830863161e-05
625	2.830863161e-05
626	2.830863161e-05
627	2.830863161e-05
628	2.830863161e-05
629	2.830863161e-05
630	2.830863161e-05
631	2.830863161e-05
632	2.830863161e-05
633	2.830863161e-05
634	2.830863161e-05
635	2.830863161e-05
636	2.830863161e-05
637	2.830863161e-05
638	2.830863161e-05
639	2.830863161e-05
640	2.830863161e-05
641	2.830863161e-05
642	2.830863161e-05
643	2.830863161e-05
644	2.830863161e-05
645	2.830863161e-05
646	2.830863161e-05
647	2.830863161e-05
648	2.830863161e-05
649	2.830863161e-05
650	2.830863161e-05
651	2.830863161e-05
652	2.830863161e-05
653	2.830863161e-05
654	2.830863161e-05
655	2.830863161e-05
656	2.830863161e-05
657	2.830863161e-05
658	2.830863161e-05
659	2.830863161e-05
660	2.830863161e-05
661	2.830863161e-05
662	2.830863161e-05
663	2.830863161e-05
664	2.830863161e-05
665	2.830863161e-05
666	2.830863161e-05
667	2.830863161e-05
668	2.830863161e-05
669	2.830863161e-05
670	2.830863161e-05
671	2.830863161e-05
672	2.830863161e-05
673	2.830863161e-05
674	2.830863161e-05
675	2.830863161e-05
676	2.830863161e-05
677	2.830863161e-05
678	2.830863161e-05
679	2.830863161e-05
680	2.830863161e-05
681	2.830863161e-05
682	2.830863161e-05
683	2.830863161e-05
684	2.830863161e-05
685	2.830863161e-05
686	2.830863161e-05
687	2.830863161e-05
688	2.830863161e-05
689	2.830863161e-05
690	2.830863161e-05
691	2.830863161e-05
692	2.830863161e-05
693	2.830863161e-05
694	2.830863161e-05
695	2.830863161e-05
696	2.830863161e-05
697	2.830863161e-05
698	2.830863161e-05
699	2.830863161e-05
700	2.830863161e-05
701	2.830863161e-05
702	2.830863161e-05
703	2.830863161e-05
704	2.830863161e-05
705	2.830863161e-05
706	2.830863161e-05
707	2.830863161e-05
708	2.830863161e-05
709	2.830863161e-05
710	2.830863161e-05
711	2.830863161e-05
712	2.830863161e-05
713	2.830863161e-05
714	2.830863161e-05
715	2.830863161e-05
716	2.830863161e-05
717	2.830863161e-05
718	2.830863161e-05
719	2.830863161e-05
720	2.830863161e-05
721	2.830863161e-05
722	2.830863161e-05
723	2.830863161e-05
724	2.830863161e-05
725	2.830863161e-05
726	2.830863161e-05
727	2.830863161e-05
728	2.830863161e-05
729	2.830863161e-05
730	2.830863161e-05
731	2.830863161e-05
732	2.830863161e-05
733	2.830863161e-05
734	2.830863161e-05
735	2.830863161e-05
736	2.830863161e-05
737	2.830863161e-05
738	2.830863161e-05
739	2.830863161e-05
740	2.830863161e-05
741	2.830863161e-05
742	2.830863161e-05
743	2.830863161e-05
744	2.830863161e-05
745	2.830863161e-05
746	2.830863161e-05
747	2.830863161e-05
748	2.830863161e-05
749	2.830863161e-05
750	2.830863161e-05
751	2.830863161e-05
752	2.830863161e-05
753	2.830863161e-05
754	2.830863161e-05
755	2.830863161e-05
756	2.830863161e-05
757	2.830863161e-05
758	2.830863161e-05
759	2.830863161e-05
760	2.830863161e-05
761	2.830863161e-05
762	2.830863161e-05
763	2.830863161e-05
764	2.830863161e-05
765	2.830863161e-05
766	2.830863161e-05
767	2.830863161e-05
768	2.830863161e-05
769	2.830863161e-05
770	2.830863161e-05
771	2.830863161e-05
772	2.830863161e-05
773	2.830863161e-05
774	2.830863161e-05
775	2.830863161e-05
776	2.830863161e-05
777	2.830863161e-05
778	2.830863161e-05
779	2.830863161e-05
780	2.830863161e-05
781	2.830863161e-05
782	2.830863161e-05
783	2.830863161e-05
784	2.830863161e-05
785	2.830863161e-05
786	2.830863161e-05
787	2.830863161e-05
788	2.830863161e-05
789	2.830863161e-05
790	2.830863161e-05
791	2.830863161e-05
792	2.830863161e-05
793	2.830863161e-05
794	2.830863161e-05
795	2.830863161e-05
796	2.830863161e-05
797	2.830863161e-05
798	2.830863161e-05
799	2.830863161e-05
800	2.830863161e-05
801	2.830863161e-05
802	2.830863161e-05
803	2.830863161e-05
804	2.830863161e-05
805	2.830863161e-05
806	2.830863161e-05
807	2.830863161e-05
808	2.830863161e-05
809	2.830863161e-05
810	2.830863161e-05
811	2.830863161e-05
812	2.830863161e-05
813	2.830863161e-05
814	2.830863161e-05
815	2.830863161e-05
816	2.830863161e-05
817	2.830863161e-05
818	2.830863161e-05
819	2.830863161e-05
820	2.830863161e-05
821	2.830863161e-05
822	2.830863161e-05
823	2.830863161e-05
824	2.830863161e-05
825	2.830863161e-05
826	2.830863161e-05
827	2.830863161e-05
828	2.830863161e-05
829	2.830863161e-05
830	2.830863161e-05
831	2.830863161e-05
832	2.830863161e-05
833	2.830863161e-05
834	2.830863161e-05
835	2.830863161e-05
836	2.830863161e-05
837	2.830863161e-05
838	2.830863161e-05
839	2.830863161e-05
840	2.830863161e-05
841	2.830863161e-05
842	2.830863161e-05
843	2.830863161e-05
844	2.830863161e-05
845	2.830863161e-05
846	2.830863161e-05
847	2.830863161e-05
848	2.830863161e-05
849	2.830863161e-05
850	2.830863161e-05
851	2.830863161e-05
852	2.830863161e-05
853	2.830863161e-05
854	2.830863161e-05
855	2.830863161e-05
856	2.830863161e-05
857	2.830863161e-05
858	2.830863161e-05
859	2.830863161e-05
860	2.830863161e-05
861	2.830863161e-05
862	2.830863161e-05
863	2.830863161e-05
864	2.830863161e-05
865	2.830863161e-05
866	2.830863161e-05
867	2.830863161e-05
868	2.830863161e-05
869	2.830863161e-05
870	2.830863161e-05
871	2.830863161e-05
872	2.830863161e-05
873	2.830863161e-05
874	2.830863161e-05
875	2.830863161e-05
876	2.830863161e-05
877	2.830863161e-05
878	2.830863161e-05
879	2.830863161e-05
880	2.830863161e-05
881	2.830863161e-05
882	2.830863161e-05
883	2.830863161e-05
884	2.830863161e-05
885	2.830863161e-05
886	2.830863161e-05
887	2.830863161e-05
888	2.830863161e-05
889	2.830863161e-05
890	2.830863161e-05
891	2.830863161e-05
892	2.830863161e-05
893	2.830863161e-05
894	2.830863161e-05
895	2.830863161e-05
896	2.830863161e-05
897	2.830863161e-05
898	2.830863161e-05
899	2.830863161e-05
900	2.830863161e-05
901	2.830863161e-05
902	2.830863161e-05
903	2.830863161e-05
904	2.830863161e-05
905	2.830863161e-05
906	2.830863161e-05
907	2.830863161e-05
908	2.830863161e-05
909	2.830863161e-05
910	2.830863161e-05
911	2.830863161e-05
912	2.830863161e-05
913	2.830863161e-05
914	2.830863161e-05
915	2.830863161e-05
916	2.830863161e-05
917	2.830863161e-05
918	2.830863161e-05
919	2.830863161e-05
920	2.830863161e-05
921	2.830863161e-05
922	2.830863161e-05
923	2.830863161e-05
924	2.830863161e-05
925	2.830863161e-05
926	2.830863161e-05
927	2.830863161e-05
928	2.830863161e-05
929	2.830863161e-05
930	2.830863161e-05
931	2.830863161e-05
932	2.830863161e-05
933	2.830863161e-05
934	2.830863161e-05
935	2.830863161e-05
936	2.830863161e-05
937	2.830863161e-05
938	2.830863161e-05
939	2.830863161e-05
940	2.830863161e-05
941	2.830863161e-05
942	2.830863161e-05
943	2.830863161e-05
944	2.830863161e-05
945	2.830863161e-05
946	2.830863161e-05
947	2.830863161e-05
948	2.830863161e-05
949	2.830863161e-05
950	2.830863161e-05
951	2.830863161e-05
952	2.830863161e-05
953	2.830863161e-05
954	2.830863161e-05
955	2.830863161e-05
956	2.830863161e-05
957	2.830863161e-05
958	2.830863161e-05
959	2.830863161e-05
960	2.830863161e-05
961	2.830863161e-05
962	2.830863161e-05
963	2.830863161e-05
964	2.830863161e-05
965	2.830863161e-05
966	2.830863161e-05
967	2.830863161e-05
968	2.830863161e-05
969	2.830863161e-05
970	2.830863161e-05
971	2.830863161e-05
972	2.830863161e-05
973	2.830863161e-05
974	2.830863161e-05
975	2.830863161e-05
976	2.830863161e-05
977	2.830863161e-05
978	2.830863161e-05
979	2.830863161e-05
980	2.830863161e-05
981	2.830863161e-05
982	2.830863161e-05
983	2.830863161e-05
984	2.830863161e-05
985	2.830863161e-05
986	2.830863161e-05
987	2.830863161e-05
988	2.830863161e-05
989	2.830863161e-05
990	2.830863161e-05
991	2.830863161e-05
992	2.830863161e-05
993	2.830863161e-05
994	2.830863161e-05
995	2.830863161e-05
996	2.830863161e-05
997	2.830863161e-05
998	2.830863161e-05
999	2.830863161e-05
